docId,original_websites_json,new_websites_json,removed_count,removed_by,removed_at,backup_sha256
123,["shiekhshoes.com","shiekh.com","Karmaloop.com"],["shiekh.com","Karmaloop.com"],1,automation:LP-0.1.4,2025-12-27T05:07:19.551Z,cf9854770431e5a4845f83a22f14139e07b6025a8498ea18549f6b37165f3183
test-product-001,["shiekh.com","shiekhshoes.com"],["shiekh.com"],1,automation:LP-0.1.4,2025-12-27T05:07:19.551Z,cf9854770431e5a4845f83a22f14139e07b6025a8498ea18549f6b37165f3183
test-product-003,["shiekh.com","shiekhshoes.com"],["shiekh.com"],1,automation:LP-0.1.4,2025-12-27T05:07:19.551Z,cf9854770431e5a4845f83a22f14139e07b6025a8498ea18549f6b37165f3183
